MovieID,MovieName,RunTime,ReleaseDate,Language,Rating,Vote_count,Plot,Poster,ImdbID
2493,"The Princess Bride",98,1987-09-25,English,7.40,590,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",http://ia.media-imdb.com/images/M/MV5BMTkzMDgyNjQwM15BMl5BanBnXkFtZTgwNTg2Mjc1MDE@._V1_SX300.jpg,tt0093779
2501,"The Bourne Identity",119,2002-06-06,English,7.00,1460,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. Bourne realizes, though, that he has the combat and mental skills of a world-class spy, but who does he work for?",http://ia.media-imdb.com/images/M/MV5BMTQ3MDA4MDIyN15BMl5BanBnXkFtZTYwOTg0Njk4._V1_SX300.jpg,tt0258463
2502,"The Bourne Supremacy",108,2004-07-23,English,6.90,893,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",http://ia.media-imdb.com/images/M/MV5BMTAxODk0MjEyMjZeQTJeQWpwZ15BbWU2MDgzMzExNw@@._V1_SX300.jpg,tt0372183
2503,"The Bourne Ultimatum",115,2007-08-03,English,7.00,1074,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1_SX300.jpg,tt0440963
2649,"The Game",129,1997-09-11,English,7.00,279,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",http://ia.media-imdb.com/images/M/MV5BMTkwMDkwNDIxNl5BMl5BanBnXkFtZTgwNzg0NzQxMTE@._V1_SX300.jpg,tt0119174
2770,"American Pie 2",108,2001-08-06,English,5.80,230,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",http://ia.media-imdb.com/images/M/MV5BMTc0Mzc1ODI0MV5BMl5BanBnXkFtZTYwMjA0ODc5._V1_SX300.jpg,tt0252866
2787,"Pitch Black",109,2000-02-18,English,6.60,696,"After crash-landing on a seemingly lifeless planet, pilot Carolyn Fry and the remaining passengers -- including murderer Riddick and policeman William J. Johns -- encounter an army of creatures whose only weakness is light. As night approaches and the aliens emerge, the passengers must rely on Riddick's powerful night vision to lead them through the darkness.",http://ia.media-imdb.com/images/M/MV5BMjE4MDY1NzM4OF5BMl5BanBnXkFtZTcwNDU1NDUyMQ@@._V1_SX300.jpg,tt0134847
2789,"The Chronicles of Riddick",119,2004-06-11,English,6.30,700,"Five years after the events in sci-fi film Pitch Black, escaped convict Riddick finds himself caught in the middle of a galactic war waged by Lord Marshal, the leader of a sect called the Necromongers. Riddick is charged with stopping the Necromonger army, all while rescuing an old friend from a prison planet and evading capture by bounty hunters.",http://ia.media-imdb.com/images/M/MV5BMTM0ODA0NDU5N15BMl5BanBnXkFtZTYwMzkzMTk2._V1_SX300.jpg,tt0296572
3071,Frankenstein,90,2007-10-31,English,0.00,0,"Frankenstein is a 2007 British television film produced by Impossible Pictures for ITV. It was written and directed by Jed Mercurio, adapted from Mary Shelley's original novel to a present-day setting. Dr. Victoria Frankenstein, a female geneticist, accidentally creates a monster while growing her son's clone from stem cells as an organ donor in an effort to prevent his imminent death.",N/A,tt1020766
3511,"The Broken",88,2008-01-18,English,5.50,4,"The life of a successful radiologist spirals out of control when she sees the spitting image of herself driving down a London street. While attempting to uncover who the imposter could be, she stumbles into a terrifying mystery that her family and closest friends are somehow involved in, leaving her with no one to trust.",http://ia.media-imdb.com/images/M/MV5BNTc2MzM0MDI1Ml5BMl5BanBnXkFtZTcwMTA4MDYyMg@@._V1_SX300.jpg,tt0906734
4133,Blow,124,2001-04-05,English,6.90,179,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",http://ia.media-imdb.com/images/M/MV5BMTQ5ODQwNzIxNV5BMl5BanBnXkFtZTYwNzAyMDE3._V1_SX300.jpg,tt0221027
4538,"The Darjeeling Limited",91,2007-09-29,English,7.00,112,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",http://ia.media-imdb.com/images/M/MV5BMTM0MTQ4MTgwOF5BMl5BanBnXkFtZTcwMDA3MDU1MQ@@._V1_SX300.jpg,tt0838221
4638,"Hot Fuzz",121,2007-02-14,English,6.70,448,"Top London cop, PC Nicholas Angel is good. Too good. And to stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. Paired with simple country cop Danny, everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",http://ia.media-imdb.com/images/M/MV5BMTIxODg2NDU1MF5BMl5BanBnXkFtZTcwOTc3MDM0MQ@@._V1_SX300.jpg,tt0425112
5689,"The Blue Lagoon",104,1980-07-05,English,6.20,32,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",http://ia.media-imdb.com/images/M/MV5BMTQwNTM5MDU2OF5BMl5BanBnXkFtZTgwNjI0OTgzMTE@._V1_SX300.jpg,tt0080453
7443,"Chicken Run",84,2000-06-30,English,5.90,147,"Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",http://ia.media-imdb.com/images/M/MV5BMTk1MjE3MjQ0OF5BMl5BanBnXkFtZTcwMTcyMTcyMQ@@._V1_SX300.jpg,tt0120630
7737,"Resident Evil: Extinction",94,2007-09-21,English,6.10,400,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",http://ia.media-imdb.com/images/M/MV5BMjA0NzIwMDI2MF5BMl5BanBnXkFtZTcwNzE1NTg0MQ@@._V1_SX300.jpg,tt0432021
8054,"The Imaginarium of Doctor Parnassus",123,2009-12-24,English,6.50,99,"A traveling theater company gives its audience much more than they were expecting.",http://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg,tt1054606
8273,"American Wedding",103,2003-07-24,English,6.00,164,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",http://ia.media-imdb.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_SX300.jpg,tt0328828
8274,"American Pie Presents Band Camp",94,2005-12-30,English,5.70,68,"The original American Pie characters have moved on, except for Sherman and Jim Levenstein's still understanding dad. Steve Stifler's little brother Matt wants to join his brother's business (the hit it big Girls Gone Wild) and after everything Matt has heard from Jim's band-geek wife Michelle, he plans to go back to band camp and make a video of his own: Bandies Gone Wild!",http://ia.media-imdb.com/images/M/MV5BMTMzNzk5NjEwN15BMl5BanBnXkFtZTcwNDg1ODEzMQ@@._V1_SX300.jpg,tt0436058
8275,"American Pie Presents The Naked Mile",97,2006-12-21,English,5.90,55,"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus",http://ia.media-imdb.com/images/M/MV5BMTIyMTkzODAxN15BMl5BanBnXkFtZTcwNTEyOTI0MQ@@._V1_SX300.jpg,tt0808146
8277,"American Pie Presents Beta House",88,2007-12-10,English,5.70,47,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",http://ia.media-imdb.com/images/M/MV5BMTM5NDA5Nzk1N15BMl5BanBnXkFtZTcwOTEyMjU1MQ@@._V1_SX300.jpg,tt0974959
8355,"Ice Age: Dawn of the Dinosaurs",94,2009-07-01,English,6.20,534,"Times are changing for moody mammoth Manny, motor mouthed sloth Sid and crafty saber-toothed tiger Diego in this third installment of the beloved computer-animated children's franchise. Life heats up for our heroes when they meet some new and none-too-friendly neighbors: the mighty dinosaurs.",http://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_SX300.jpg,tt1080016
8373,"Transformers: Revenge of the Fallen",150,2009-06-23,English,6.10,1051,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",http://ia.media-imdb.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg,tt1055369
8409,"A Man Apart",109,2003-04-04,English,6.10,39,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",http://ia.media-imdb.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,tt0266465
8587,"The Lion King",89,1994-06-23,English,7.20,2019,"A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing –even killing his own brother– to get it.",http://ia.media-imdb.com/images/M/MV5BMjEyMzgwNTUzMl5BMl5BanBnXkFtZTcwNTMxMzM3Ng@@._V1_SX300.jpg,tt0110357
8681,Taken,93,2008-09-25,English,6.90,1439,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",http://ia.media-imdb.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg,tt0936501
8698,"The League of Extraordinary Gentlemen",110,2003-07-11,English,5.70,177,"In an alternate turn of the 20th century, an attack on the Bank of England by men who appear to be German soldiers followed by an attack on a German Zeppelin factory by the same men this time dressed as British soldiers, leads Europe to the brink of war. An emissary of the British government, arrives in Africa, hoping to recruit the legendary hunter Allan Quatermain to investigate the situation.",http://ia.media-imdb.com/images/M/MV5BMTgwMDUxOTg2M15BMl5BanBnXkFtZTcwOTAyODUyMw@@._V1_SX300.jpg,tt0311429
8871,"How the Grinch Stole Christmas",104,2000-11-17,English,6.00,167,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriend the Grinch.",http://ia.media-imdb.com/images/M/MV5BMTM2NzgzNTk2Nl5BMl5BanBnXkFtZTcwMjUxNjUyMQ@@._V1_SX300.jpg,tt0170016
9257,S.W.A.T.,117,2003-08-08,English,5.70,170,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody and only the LAPD's Special Weapons and Tactics team can prevent it.",http://ia.media-imdb.com/images/M/MV5BNDgzMzA0NDIzOV5BMl5BanBnXkFtZTcwMzcwNDAwMQ@@._V1_SX300.jpg,tt0257076
9339,Click,107,2006-06-22,English,5.90,441,"A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.",http://ia.media-imdb.com/images/M/MV5BMjEyODM5MzY2N15BMl5BanBnXkFtZTcwNjcyMTIzMQ@@._V1_SX300.jpg,tt0389860
9361,"The Last of the Mohicans",112,1992-09-25,English,6.40,139,"As the English and French soldiers battle for control of the North American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",http://ia.media-imdb.com/images/M/MV5BMTQ0MjQ5NDAzMV5BMl5BanBnXkFtZTcwNjYzMjE2MQ@@._V1_SX300.jpg,tt0104691
9381,"Babylon A.D.",101,2008-08-29,English,5.50,168,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",http://ia.media-imdb.com/images/M/MV5BMTk5MzQxMzk0Nl5BMl5BanBnXkFtZTcwOTM3NDA3MQ@@._V1_SX300.jpg,tt0364970
9473,"South Park: Bigger, Longer & Uncut",81,1999-06-30,English,6.80,182,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",http://ia.media-imdb.com/images/M/MV5BMTk4NjQzMTI0MV5BMl5BanBnXkFtZTcwODAxNTIyMQ@@._V1_SX300.jpg,tt0158983
9506,"Anger Management",106,2003-03-05,English,5.70,140,"After a misunderstanding aboard an airplane that escalates out of control, the mild-mannered Dave Buznik is ordered by Judge Daniels to attend anger management sessions run by Doctor Buddy Rydell, which are filled with highly eccentric and volatile men and women. Buddy's unorthodox approach to therapy is confrontational and abrasive and Dave is bewildered by it. Then, after yet another mishap, Judge Daniels orders Dave to step up his therapy or wind up in jail. So, Buddy moves in with Dave to help him battle his inner demons. Buddy himself has no inner demons since he acts out at every opportunity and that includes making lewd comments about Dave's girlfriend Linda and goading Dave into confronting every slight, past or present, head-on. But Buddy finally goes too far and Dave must decide whether to crawl back into his shell or stand up for himself. Could it be that Buddy's confounding and contradictory treatment is just what the doctor ordered?",http://ia.media-imdb.com/images/M/MV5BMTQ1NTIxMTY5OF5BMl5BanBnXkFtZTYwODI3Mzg5._V1_SX300.jpg,tt0305224
9543,"Prince of Persia: The Sands of Time",116,2010-05-27,English,6.10,672,"A rogue prince (Jake Gyllenhaal) reluctantly joins forces with a mysterious princess (Gemma Arterton) and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time—a gift from the gods that can reverse time and allow its possessor to rule the world. Based on the action-adventure video game of the same name.",http://ia.media-imdb.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX300.jpg,tt0473075
9615,"The Fast and the Furious: Tokyo Drift",104,2006-06-03,English,6.00,389,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",http://ia.media-imdb.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_SX300.jpg,tt0463985
9762,"Step Up",104,2006-08-11,English,6.40,112,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore¹s tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore¹s ultra-elite Maryland School of the Arts",http://ia.media-imdb.com/images/M/MV5BMTIxMDM5Mjc1Nl5BMl5BanBnXkFtZTcwMDkyODQzMQ@@._V1_SX300.jpg,tt0462590
9799,"The Fast and the Furious",106,2001-06-17,English,6.20,1657,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",http://ia.media-imdb.com/images/M/MV5BMjAwNTQ0Nzc2M15BMl5BanBnXkFtZTcwNTk1MDIwNA@@._V1_SX300.jpg,tt0232500
9806,"The Incredibles",115,2004-11-04,English,6.70,1283,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",http://ia.media-imdb.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg,tt0317705
9839,"Beyond Borders",127,2003-10-24,English,6.40,9,"Beyond Borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots. Academy Award winner Angelina Jolie stars as Sarah Jordan, an American living in London in 1984. She is married to Henry Bauford son of a wealthy British industrialist, when she encounters Nick Callahan a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",http://ia.media-imdb.com/images/M/MV5BMTI0NDk2MzMyM15BMl5BanBnXkFtZTYwMTY3Njk2._V1_SX300.jpg,tt0294357
9902,"Wrong Turn",84,2003-05-30,English,5.80,122,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.",http://ia.media-imdb.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SX300.jpg,tt0295700
10138,"Iron Man 2",124,2010-05-07,English,6.50,2873,"Now that his Super Hero secret has been revealed, Tony Stark's life is more intense than ever. Everyone wants in on the Iron Man technology, whether for power or profit... But for Ivan Vanko, it's revenge! Tony must once again suit up and face his most dangerous enemy yet, but not without a few new allies of his own.",http://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg,tt1228705
10191,"How to Train Your Dragon",98,2010-03-24,English,7.00,1528,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: He must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it. So, he befriends the beast -- which he names Toothless -- much to the chagrin of his warrior father",http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,tt0892769
10192,"Shrek Forever After",93,2010-05-16,English,5.80,465,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,tt0892791
10193,"Toy Story 3",103,2010-06-17,English,7.20,1517,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",http://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg,tt0435761
10195,Thor,115,2011-05-06,English,6.20,2354,"Against his father Odin's will, The Mighty Thor -a powerful but arrogant warrior god -recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg,tt0800369
10196,"The Last Airbender",103,2010-07-01,English,5.20,220,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",http://ia.media-imdb.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_SX300.jpg,tt0938283
10307,Stigmata,103,1999-09-10,English,6.00,20,"A priest from the Vatican is sent in to investigate claims that a town in Brazil has a church where statues bleed from the eyes. Meanwhile, a young woman in the U.S. begins to show signs of stigmata.",http://ia.media-imdb.com/images/M/MV5BMTQwMDA1NzI4OV5BMl5BanBnXkFtZTcwNzM4MjM3NA@@._V1_SX300.jpg,tt0145531
10328,Cocoon,117,1985-06-21,English,6.80,26,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.",http://ia.media-imdb.com/images/M/MV5BMTc5MjAzMDYxM15BMl5BanBnXkFtZTcwMjE0OTUyMQ@@._V1_SX300.jpg,tt0088933
10527,"Madagascar: Escape 2 Africa",89,2008-11-06,English,5.90,502,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",http://ia.media-imdb.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_SX300.jpg,tt0479952
10681,WALL·E,98,2008-06-22,English,7.20,2206,"WALL-E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, Wall-E thinks he's finally found a friend and stows away on the ship when it leaves.",http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@._V1_SX300.jpg,tt0910970
10764,"Quantum of Solace",106,2008-10-30,English,5.90,1131,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",http://ia.media-imdb.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg,tt0830515
11238,"Aladdin and the King of Thieves",80,1996-08-13,English,6.00,61,"At long last, Aladdin is about to marry the Princess Jasmine. Despite the presence and encouragement of his friends Genie, Carpet, and Abu, he is fearful and anxious. He is most worried as to what kind of father he will be, having never known his own. But when the 40 Thieves disrupt the wedding trying to steal a magical oracular talisman, Aladdin is drawn into a dangerous quest to stop the thieves.",http://ia.media-imdb.com/images/M/MV5BMTc0ODM0MjI2OV5BMl5BanBnXkFtZTcwMDAwNTcyMQ@@._V1_SX300.jpg,tt0115491
11253,"Hellboy II: The Golden Army",120,2008-07-10,English,6.20,297,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",http://ia.media-imdb.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_SX300.jpg,tt0411477
11322,"Public Enemies",140,2009-07-01,English,6.20,257,"In the shadow of the Great Depression, criminal minds are thriving -- notorious men such as John Dillinger, ""Baby Face"" Nelson and ""Pretty Boy"" Floyd -- and it's up to J. Edgar Hoover and the FBI to bring them down in this gritty crime drama.",http://ia.media-imdb.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_SX300.jpg,tt1152836
11324,"Shutter Island",138,2010-02-18,English,6.90,1374,"World War II soldier-turned-U.S. marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his own troubling visions and by Dr. Cawley.",http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX300.jpg,tt1130884
11430,"The Lion King 1½",77,2004-02-09,English,5.80,92,"Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.",http://ia.media-imdb.com/images/M/MV5BMjAyNjE3MTkzMF5BMl5BanBnXkFtZTYwNzc3NDg2._V1_SX300.jpg,tt0318403
11452,"National Lampoon’s Van Wilder",92,2002-03-29,English,5.90,510,"Van Wilder is an outgoing, and extremely popular student who has been at Coolidge College for seven years. For the past three years he has made no effort to graduate, instead spending his time organizing parties, helping other students, and posing for figure drawing classes. But after seven years, with no return on his investment, Van's father decides it is time to stop paying Van's tuition.",http://ia.media-imdb.com/images/M/MV5BMTcxMjYxNjE5NV5BMl5BanBnXkFtZTcwNDE3MzgzMQ@@._V1_SX300.jpg,tt0283111
11455,"Up in Smoke",86,1978-01-01,English,6.20,57,"Two directionless musicans, a Chicano guitarist (Cheech Marin) and a White drummer (Tommy Chong), meet up in a chance encounter and embark on a series of odd adventures, including being the unwitting partcipants of a bizarre marijuana smuggling plot.",http://ia.media-imdb.com/images/M/MV5BNDAzMDQzODcxOF5BMl5BanBnXkFtZTcwMDE2Nzk0MQ@@._V1_SX300.jpg,tt0078446
11619,"Flushed Away",85,2006-10-22,English,5.70,133,"London high-society mouse Roddy is flushed down the toilet by Syd, a common sewer rat. Hang on for a madcap adventure deep in the bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs Spike and Whitey.",http://ia.media-imdb.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,tt0424095
11824,"Teen Wolf",91,1985-08-23,English,7.10,31,"What's a high school kid got to do to be popular? Just let down his hair and howl! Starring Michael J. Fox (Back to the Future) Teen Wolf is an outrageous comedy about a shy teenager with more than a changing voice to contend with... he's a budding young werewolf! And when his new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.",http://ia.media-imdb.com/images/M/MV5BMTU2OTkxMTg0OV5BMl5BanBnXkFtZTcwMjkzMTM3NA@@._V1_SX300.jpg,tt0090142
12105,"Yellow Submarine",90,1968-07-17,English,6.40,13,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant white glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to London to enlist the help of the Beatles.",http://ia.media-imdb.com/images/M/MV5BMjA4NjkxNzMxNV5BMl5BanBnXkFtZTcwMTM1MDQ3Nw@@._V1_SX300.jpg,tt0063823
