MovieID,MovieName,RunTime,ReleaseDate,Language,Rating,Vote_count,Plot,Poster
5689,"The Blue Lagoon",104,1980-07-05,English,6.20,32,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",NULL
7443,"Chicken Run",84,2000-06-30,English,5.90,147,"Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",NULL
7737,"Resident Evil: Extinction",94,2007-09-21,Deutsch,6.10,400,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",NULL
8054,"The Imaginarium of Doctor Parnassus",123,2009-12-24,English,6.50,99,"A traveling theater company gives its audience much more than they were expecting.",NULL
8273,"American Wedding",103,2003-07-24,English,6.00,164,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",NULL
8274,"American Pie Presents Band Camp",94,2005-12-30,English,5.70,68,"The original American Pie characters have moved on, except for Sherman and Jim Levenstein's still understanding dad. Steve Stifler's little brother Matt wants to join his brother's business (the hit it big Girls Gone Wild) and after everything Matt has heard from Jim's band-geek wife Michelle, he plans to go back to band camp and make a video of his own: Bandies Gone Wild!",NULL
8275,"American Pie Presents The Naked Mile",97,2006-12-21,English,5.90,55,"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus",NULL
8277,"American Pie Presents Beta House",88,2007-12-10,English,5.70,47,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",NULL
8355,"Ice Age: Dawn of the Dinosaurs",94,2009-07-01,English,6.20,534,"Times are changing for moody mammoth Manny, motor mouthed sloth Sid and crafty saber-toothed tiger Diego in this third installment of the beloved computer-animated children's franchise. Life heats up for our heroes when they meet some new and none-too-friendly neighbors: the mighty dinosaurs.",NULL
8373,"Transformers: Revenge of the Fallen",150,2009-06-23,English,6.10,1051,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",NULL
8409,"A Man Apart",109,2003-04-04,English,6.10,39,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",NULL
8587,"The Lion King",89,1994-06-23,English,7.20,2019,"A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing -- even killing his own brother -- to get it.",NULL
8681,Taken,93,2008-09-25,English,6.90,1439,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",NULL
8698,"The League of Extraordinary Gentlemen",110,2003-07-11,English,5.70,177,"In an alternate turn of the 20th century, an attack on the Bank of England by men who appear to be German soldiers followed by an attack on a German Zeppelin factory by the same men this time dressed as British soldiers, leads Europe to the brink of war. An emissary of the British government, arrives in Africa, hoping to recruit the legendary hunter Allan Quatermain to investigate the situation.",NULL
8871,"How the Grinch Stole Christmas",104,2000-11-17,English,6.00,167,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriend the Grinch.",NULL
9257,S.W.A.T.,117,2003-08-08,English,5.70,170,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody and only the LAPD's Special Weapons and Tactics team can prevent it.",NULL
9339,Click,107,2006-06-22,English,5.90,441,"A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.",NULL
9361,"The Last of the Mohicans",112,1992-09-25,English,6.40,139,"As the English and French soldiers battle for control of the North American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",NULL
9381,"Babylon A.D.",101,2008-08-29,English,5.50,168,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",NULL
9473,"South Park: Bigger, Longer & Uncut",81,1999-06-30,English,6.80,182,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",NULL
9506,"Anger Management",106,2003-03-05,English,5.70,140,"After a misunderstanding aboard an airplane that escalates out of control, the mild-mannered Dave Buznik is ordered by Judge Daniels to attend anger management sessions run by Doctor Buddy Rydell, which are filled with highly eccentric and volatile men and women. Buddy's unorthodox approach to therapy is confrontational and abrasive and Dave is bewildered by it. Then, after yet another mishap, Judge Daniels orders Dave to step up his therapy or wind up in jail. So, Buddy moves in with Dave to help him battle his inner demons. Buddy himself has no inner demons since he acts out at every opportunity and that includes making lewd comments about Dave's girlfriend Linda and goading Dave into confronting every slight, past or present, head-on. But Buddy finally goes too far and Dave must decide whether to crawl back into his shell or stand up for himself. Could it be that Buddy's confounding and contradictory treatment is just what the doctor ordered?",NULL
9543,"Prince of Persia: The Sands of Time",116,2010-05-27,English,6.10,672,"A rogue prince (Jake Gyllenhaal) reluctantly joins forces with a mysterious princess (Gemma Arterton) and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time—a gift from the gods that can reverse time and allow its possessor to rule the world. Based on the action-adventure video game of the same name.",NULL
9615,"The Fast and the Furious: Tokyo Drift",104,2006-06-03,English,6.00,389,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",NULL
9762,"Step Up",104,2006-08-11,English,6.40,112,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore¹s tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore¹s ultra-elite Maryland School of the Arts",NULL
9799,"The Fast and the Furious",106,2001-06-17,English,6.20,1657,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",NULL
9806,"The Incredibles",NULL,2004-11-04,NULL,6.70,1283,NULL,NULL
9839,"Beyond Borders",127,2003-10-24,English,6.40,9,"Beyond Borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots. Academy Award winner Angelina Jolie stars as Sarah Jordan, an American living in London in 1984. She is married to Henry Bauford son of a wealthy British industrialist, when she encounters Nick Callahan a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",NULL
9902,"Wrong Turn",84,2003-05-30,English,5.80,122,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.",NULL
10138,"Iron Man 2",124,2010-05-07,English,6.50,2873,"Now that his Super Hero secret has been revealed, Tony Stark's life is more intense than ever. Everyone wants in on the Iron Man technology, whether for power or profit... But for Ivan Vanko, it's revenge! Tony must once again suit up and face his most dangerous enemy yet, but not without a few new allies of his own.",NULL
10191,"How to Train Your Dragon",98,2010-03-24,English,7.00,1528,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: He must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it. So, he befriends the beast -- which he names Toothless -- much to the chagrin of his warrior father",NULL
10192,"Shrek Forever After",93,2010-05-16,English,5.80,465,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",NULL
10193,"Toy Story 3",103,2010-06-17,English,7.20,1517,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",NULL
10195,Thor,115,2011-05-06,English,6.20,2354,"Against his father Odin's will, The Mighty Thor -a powerful but arrogant warrior god -recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",NULL
10196,"The Last Airbender",103,2010-07-01,English,5.20,220,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",NULL
10307,Stigmata,103,1999-09-10,English,6.00,20,"A priest from the Vatican is sent in to investigate claims that a town in Brazil has a church where statues bleed from the eyes. Meanwhile, a young woman in the U.S. begins to show signs of stigmata.",NULL
10328,Cocoon,117,1985-06-21,English,6.80,26,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.",NULL
10527,"Madagascar: Escape 2 Africa",89,2008-11-06,English,5.90,502,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",NULL
10681,WALL·E,98,2008-06-22,English,7.20,2206,"WALL-E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, Wall-E thinks he's finally found a friend and stows away on the ship when it leaves.",NULL
10764,"Quantum of Solace",106,2008-10-30,English,5.90,1131,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",NULL
11238,"Aladdin and the King of Thieves",80,1996-08-13,English,6.00,61,"At long last, Aladdin is about to marry the Princess Jasmine. Despite the presence and encouragement of his friends Genie, Carpet, and Abu, he is fearful and anxious. He is most worried as to what kind of father he will be, having never known his own. But when the 40 Thieves disrupt the wedding trying to steal a magical oracular talisman, Aladdin is drawn into a dangerous quest to stop the thieves.",NULL
11253,"Hellboy II: The Golden Army",NULL,2008-07-10,NULL,6.20,297,NULL,NULL
11322,"Public Enemies",140,2009-07-01,English,6.20,257,"In the shadow of the Great Depression, criminal minds are thriving -- notorious men such as John Dillinger, ""Baby Face"" Nelson and ""Pretty Boy"" Floyd -- and it's up to J. Edgar Hoover and the FBI to bring them down in this gritty crime drama.",NULL
11324,"Shutter Island",138,2010-02-18,English,6.90,1374,"World War II soldier-turned-U.S. marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his own troubling visions and by Dr. Cawley.",NULL
11430,"The Lion King 1½",77,2004-02-09,English,5.80,92,"Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.",NULL
11452,"National Lampoon’s Van Wilder",92,2002-03-29,English,5.90,510,"Van Wilder is an outgoing, and extremely popular student who has been at Coolidge College for seven years. For the past three years he has made no effort to graduate, instead spending his time organizing parties, helping other students, and posing for figure drawing classes. But after seven years, with no return on his investment, Van's father decides it is time to stop paying Van's tuition.",NULL
11455,"Up in Smoke",NULL,1978-01-01,NULL,6.20,57,NULL,NULL
11619,"Flushed Away",85,2006-10-22,English,5.70,133,"London high-society mouse Roddy is flushed down the toilet by Syd, a common sewer rat. Hang on for a madcap adventure deep in the bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs Spike and Whitey.",NULL
11824,"Teen Wolf",91,1985-08-23,English,7.10,31,"What's a high school kid got to do to be popular? Just let down his hair and howl! Starring Michael J. Fox (Back to the Future) Teen Wolf is an outrageous comedy about a shy teenager with more than a changing voice to contend with... he's a budding young werewolf! And when his new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.",NULL
12105,"Yellow Submarine",90,1968-07-17,English,6.40,13,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant white glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to London to enlist the help of the Beatles.",NULL
12155,"Alice in Wonderland",NULL,2010-03-04,NULL,5.90,1243,NULL,NULL
12192,Pathology,93,2008-04-11,English,5.60,12,"A group of medical students devise a deadly game: to see which one of them can commit the perfect murder.",NULL
12405,"Slumdog Millionaire",NULL,2008-11-12,NULL,6.90,480,NULL,NULL
12437,"Underworld: Rise of the Lycans",92,2009-01-23,English,6.10,536,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",NULL
12444,"Harry Potter and the Deathly Hallows: Part 1",146,2010-11-19,English,6.90,1580,"The end begins as Harry, Ron, and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",NULL
12445,"Harry Potter and the Deathly Hallows: Part 2",130,2011-07-07,English,7.20,1769,"In the second installment of the two-part conclusion, Harry and his best friends, Ron and Hermione, continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",NULL
12573,"A Serious Man",105,2009-10-02,English,6.60,30,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",NULL
13053,Bolt,96,2008-11-21,English,6.00,421,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks the whole thing is real. When the super dog is accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt springs into action to find his way home. Together with hilarious new sidekick Rhino, Bolt's #1 fan, and a street-smart cat named Mittens, Bolt sets off on an amazing journey where he discovers he doesn't need super powers to be a hero.",NULL
13179,"Tinker Bell",78,2008-10-27,English,6.30,39,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",NULL
13475,"Star Trek",127,2009-05-07,English,7.20,2045,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",NULL
13804,"Fast & Furious",107,2009-03-11,English,6.20,896,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",NULL
13995,"Captain America",97,1990-12-14,English,6.60,14,"During World War II, a brave, patriotic American Soldier undergoes experiments to become a new supersoldier, ""Captain America."" Racing to Germany to sabotage the rockets of Nazi baddie ""Red Skull"", Captain America winds up frozen until the 1990s. He reawakens to find that the Red Skull has changed identities and is now planning to kidnap the President of the United States.",NULL
14160,Up,96,2009-09-30,English,7.10,1801,"After a lifetime of dreaming of traveling the world, 78-year-old homebody Carl flies away on an unbelievable adventure with Russell, an 8-year-old Wilderness Explorer, unexpectedly in tow. Together, the unlikely pair embarks on a thrilling odyssey full of jungle beasts and rough terrain.",NULL
14161,2012,158,2009-10-10,,5.50,2299,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",NULL
14756,"Ip Man",108,2008-12-12,中国,7.20,498,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",NULL
14869,"G.I. Joe: The Rise of Cobra",118,2009-08-06,English,5.60,901,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",NULL
15357,"District 13: Ultimatum",101,2009-02-18,Français,6.30,55,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city's secret services take drastic measures to solve the problem.",NULL
15512,"Monsters vs Aliens",94,2009-03-26,English,5.70,325,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",NULL
16164,Killshot,95,2008-11-13,English,6.30,16,"Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an ""incident"". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer.",NULL
16186,"Diary of a Mad Black Woman",116,2005-02-25,English,6.30,46,"Charles McCarter and his wife Helen are about to celebrate their 18th-wedding anniversary when Helen comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing Her. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life.",NULL
16290,"Jackass 3D",NULL,2010-10-15,NULL,6.60,93,NULL,NULL
16577,"Astro Boy",94,2009-10-23,English,6.10,107,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",NULL
16710,"Meet the Browns",100,2008-03-21,English,6.70,13,"A single mother living in inner city Chicago, Brenda has been struggling for years to make ends meet and keep her three kids off the street.But when she's laid off with no warning, she starts losing hope for the first time - until a letter arrives announcing the death of a father she's never met.Desperate for any kind of help, Brenda takes her family to Georgia for the funeral. But nothing could have prepared her for the Browns, her father's fun-loving, crass Southern clan. In a small-town world full of long afternoons and country fairs, Brenda struggles to get to know the family she never knew existed...and finds a brand new romance that just might change her life.The story is adapted by Tyler Perry from his stage play ""Meet the Browns."" Perry will portray Madea and Uncle Joe in the film.",NULL
16781,"Madea's Family Reunion",110,2006-02-24,English,5.70,43,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",NULL
16869,"Inglourious Basterds",153,2009-08-21,Deutsch,7.20,1361,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",NULL
18126,"Hannah Montana: The Movie",NULL,2009-04-10,NULL,6.20,31,NULL,NULL
18823,"Clash of the Titans",106,2010-04-02,English,5.60,762,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",NULL
19913,"(500) Days of Summer",95,2009-07-17,English,7.00,521,"Joseph Gordon-Levitt and Zooey Deschanel star in director Marc Webb's wry, nonlinear romantic comedy about a man who falls head over heels for a woman who doesn't believe in love. Tom (Gordon-Levitt) is an aspiring architect who currently earns his living as a greeting card writer. Upon encountering his boss' beautiful new secretary, Summer (Deschanel), Tom discovers that the pair have plenty in common despite the fact that she's seemingly out of his league; for starters, they both love the Smiths, and they're both fans of surrealist artist Magritte. Before long Tom is smitten. All he can think about is Summer. Tom believes deeply in the concept of soul mates, and he's finally found his. Unfortunately for Tom, Summer sees true love as the stuff of fairy tales, and isn't looking for romance. Undaunted and undeterred by his breezy lover's casual stance on relationships, Tom summons all of his might and courage to pursue Summer and convince her that their love is real.",NULL
19995,Avatar,162,2009-12-18,English,6.80,5421,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",NULL
20352,"Despicable Me",95,2010-07-08,English,6.90,3298,"In a happy suburban neighbourhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbours, hidden deep beneath this home is a vast secret hideout. Surrounded by an army of tireless, little yellow minions, we discover Gru, planning the biggest heist in the history of the world. He is going to steal the moon (Yes, the moon!) to prove to his Mum that he is better than the other super-villains, especially the new kid on the block, Vector. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze guns and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential dad.",NULL
20504,"The Book of Eli",118,2010-01-14,English,6.20,735,"After the Apocalypse Eli (Denzel Washington) holds the secrets to saving the world in his sacred book. As Eli fights his way across the country he stumbles upon a small town run by Carnegie (Gary Oldman) and is asked to join the community after showing his explosive strength in a bar brawl. As soon as Carnegie learns of the treasure Eli holds a battle begins.",NULL
20526,"TRON: Legacy",125,2010-12-16,English,6.10,1031,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of  a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",NULL
20676,"Deep Cover",107,1992-04-15,English,7.80,3,"The black policeman Russell Stevens applies for a special anti-drug squad which targets the highest boss of cocaine delivery to LA: the Columbian foreign minister's nephew. Russell works his way up from the bottom undercover, until he reaches the boss. First step is to get the lawyer and hobby dealer David Jason to trust him.",NULL
21385,"Mickey, Donald, Goofy: The Three Musketeers",68,2004-08-02,English,6.00,14,"In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",NULL
21956,"Scooby-Doo! and the Monster of Mexico",75,2003-09-30,English,7.00,3,"A friend of Fred's, Alejo Otero invites the Scooby gang to Veracruz Mexico where they find the monster, El Chupacabra is terrorizing the town.",NULL
22881,"The Blind Side",NULL,2009-11-20,NULL,6.70,523,NULL,NULL
23823,"Wrong Turn 3: Left for Dead",NULL,2009-01-01,NULL,4.60,22,NULL,NULL
24021,"The Twilight Saga: Eclipse",124,2010-06-23,English,5.60,415,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",NULL
24253,"The Girl Who Played with Fire",129,2009-09-18,svenska,6.80,141,"Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation.",NULL
24428,"The Avengers",143,2012-05-04,English,7.00,5781,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",NULL
25475,"Tinker Bell and the Lost Treasure",81,2009-09-03,English,6.50,24,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",NULL
26123,"American Pie Presents: The Book of Love",93,2009-12-04,English,5.60,45,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",NULL
26367,"I Can Do Bad All By Myself",113,2009-09-11,English,6.00,22,"When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids.",NULL
26963,"The Secret of Kells",75,2009-12-04,English,7.20,30,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",NULL
27205,Inception,148,2010-07-16,English,7.40,5550,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",NULL
27578,"The Expendables",103,2010-08-03,English,5.80,1159,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",NULL
