Review_ReviewID,SummaryContent
10025,"In 2009 is geoloog Adrian Helmsley op bezoek in India bij een collega en krijgt te horen dat door een grote zonnevlam neutrino's tegenwoordig microgolven afgeven. Daardoor warmt de kern van de aarde met grote snelheid op wat zal leiden tot rampzalige gevolgen voor de planeet. Adrian haast zich terug naar de Verenigde Staten en waarschuwt Anheuser, stafchef van het Witte Huis, die op zijn beurt de president inlicht. Adrian maakt vanaf dan deel uit van de staf van de president en wordt gevraagd een schema te maken van de mogelijke gebeurtenissen die zullen plaatsvinden in de komende jaren.
In 2012 blijkt dat de president opdracht heeft gegeven om 8 grote arken te bouwen waarin 800.000 mensen op basis van DNA, expertise en wetenschap zich schuil zouden kunnen houden. Inmiddels weten ook alle leiders van de meeste landen in de wereld van dit plan af en worden er selecties gemaakt. Ondertussen komt Jackson Curtis in Los Angeles zijn kinderen ophalen bij zijn ex-vrouw Kate (die samenwoont met haar vriend Gordon). Hij neemt z'n kinderen mee naar Yellowstone National Park. Daar worden ze vervolgens meegenomen door het leger en ontmoeten Adrian, die hen de smoes voorlegt dat Yellowstone in moeilijkheden verkeert en daarom geen toeristen toestaat. Ook ontmoeten ze Charlie Frost, die een eigen radiozender heeft en Jackson vertelt dat de wereld binnenkort vergaat. Hij zegt erbij dat er een grote groep mensen is die plaats mag nemen in ""ruimteschepen"" waar hij de locatie van weet. Jackson brengt op verzoek van zijn ex-vrouw zijn kinderen terug naar L.A., alwaar hij hoort dat er een aardbeving heeft plaatsgevonden die een grote scheur in de aarde heeft veroorzaakt. In het Witte Huis wordt duidelijk dat het schema van Adrian sneller verloopt dan ze dachten, en dat door de grote hitte van de aardkern de mantel ook vloeibaarder is geworden, waardoor de aardkorst als het ware ""los"" kan drijven, en dus zal gaan verschuiven. Ook krijgen ze te horen dat er maar 4 arken op tijd klaar zullen zijn. Jackson wordt opgeroepen als chauffeur om de zoons van de Russische miljardair Yuri Karpov op te halen en ze naar het vliegveld te brengen. Hier laat één van de zoons per ongeluk los dat zij de rampen zullen overleven en Jackson niet. Met de informatie die Jackson al van Charlie kreeg, realiseert hij zich dat er inderdaad rampzalige dingen zullen gaan gebeuren, en hij rijdt terug naar L.A. om z'n familie op te halen. Hij gebruikt een vliegtuig en Gordon, die amateurpiloot is, is uiteindelijk gedwongen het vliegtuig te besturen wanneer hun piloot blijkt te zijn omgekomen. Terwijl ze opstijgen is de familie Curtis getuige van de complete verwoesting van Los Angeles. De stad verdwijnt door de aardkorstverschuiving volledig in de Stille Oceaan.
In het Witte Huis wordt Adrian verteld dat de aardkorstverschuiving voor honderden aardbevingen heeft gezorgd en al 2 miljoen slachtoffers heeft geëist. President Wilson geeft het bevel dat zijn personeel zo snel mogelijk het vliegtuig in moet om naar China te vertrekken, waar de ruimteschepen liggen. Hij onthult ook aan Adrian dat hij zelf niet mee zal gaan, omdat iemand de rest van de wereld op de hoogte zal moeten brengen van de komende rampen die tot het einde van de wereld zullen leiden. De president vindt dat hijzelf daar de aangewezen persoon voor is. Adrian gaat vervolgens met Anheuser en andere personeelsleden aan boord van een Air Force One. Jackson beseft intussen dat als ze het willen overleven, ze de locatie van de schepen moeten zien te achterhalen. Hij overtuigt Gordon er daarom van om naar Yellowstone te vliegen en Charlie te vinden, om zo de locatie van de ""ruimteschepen"" te achterhalen. Terwijl Gordon het vliegtuig bijvult met brandstof, gaat Jackson op zoek naar Charlie en vindt hem. Hij vertelt dat de kaart in zijn camper ligt. Jackson weet net op tijd weg te komen als de vulkaan onder Yellowstone plotseling uitbarst. De familie ontsnapt met het vliegtuig net op tijd aan de aswolken. Jackson ontdekt op de kaart dat ze naar China moeten en ze landen uiteindelijk in Las Vegas om nieuwe brandstof te tanken. Hier lopen ze Yuri en z'n gezin tegen het lijf. Hun vliegtuig is gecrasht. Yuri's piloot Sascha neemt vervolgens een oude Antonov An-225 over, maar heeft een co-piloot nodig, waardoor de familie Curtis en Gordon mee kunnen. Ze willen landen in Hawaï om meer brandstof te tanken, maar ontdekken dat Hawaï volledig is veranderd in een vulkanisch gebied. Ze zijn gedwongen verder te vliegen. Sascha voorspelt dat ze binnen 15 minuten in de Stille Oceaan zullen neerstorten. Wanneer hij door de wolken heen is, ziet hij dat waar de oceaan zou moeten zijn, een grote ijsmassa te vinden is. Jackson realiseert zich dat de aardkorstverschuivingstheorie werkelijk bestaat. Ze storten neer op een gletsjer waarbij Sascha omkomt. Vervolgens worden ze gevonden door Chinese troepen, die bezig zijn dieren over te brengen naar de schepen. De soldaten nemen Yuri en z'n kinderen mee wanneer hij zijn tickets laat zien. Daardoor blijven de familie Curtis, Gordon en Yuri's vriendin Tamara (die geen ticket had) achter. In China, bij de schepen, wordt duidelijk dat van één van de arken het dak is ingestort door de aardkorstverschuiving en wordt het Laura en Adrian duidelijk dat de passagiers helemaal niet op basis van DNA en wetenschap zijn gekozen, maar dat rijke mensen hun toegang hebben kunnen kopen: zij hebben per ticket 1 miljard euro neergeteld. Adrian wordt vervolgens door zijn Indiase collega opgebeld met de mededeling dat India op het punt staat overspoeld te worden door een gigantische tsunami. Hierdoor beseft Adrian dat de tsunami hen eerder zal bereiken dan gepland, en dat ze op moeten schieten. Wanneer Anheuser dit hoort, maakt hij de beslissing de poorten van de schepen eerder te sluiten, waardoor tienduizenden mensen, onder wie Yuri en zijn zoons, buitengesloten worden.
Jackson en z'n familie worden intussen opgepikt door een Tibetaanse monnik die op weg is naar de schepen om aan boord te gaan. Ze worden door diens broer aan boord gesmokkeld van een ark via de machinekamer en Jackson beseft dat de schepen geen ruimteschepen maar arken zijn. Ze komen vast te zitten wanneer de poorten weer zakken op bevel van Adrian, die de buitengesloten mensen toch wil binnenlaten. Gordon wordt tussen de tandwielen geslingerd en overlijdt, en tegelijk komt ook een drilboor vast te zitten tussen de motoren, waardoor de poort niet meer volledig kan sluiten. Yuri weet z'n kinderen net op tijd aan boord te krijgen, maar valt vervolgens zelf van het platform en sterft. Nu de poort niet meer volledig sluit, kan de bemanning de motoren niet starten. De tsunami komt al snel hun kant op en water begint de ark binnen te stromen, waarna de passagiers benedendeks door het water waden. Jackson en z'n gezin worden gesplitst doordat waterbestendige deuren sluiten. Daardoor komen zij in verschillende compartimenten terecht. Adrian ziet via de camera's dat Jackson aan boord is weten te komen en haast zich naar de compartimenten om hem en zijn familie te redden. Tamara, die alleen zit, verdrinkt al snel wanneer het water te hoog komt. Jackson hoort van Adrian dat de compartimenten alleen maar open kunnen gaan wanneer de boor uit de motoren wordt gehaald en het hele systeem weer werkt. Met hulp van z'n zoontje Noah weet Jackson dit voor elkaar te krijgen. De poort sluit weer zodat de motoren kunnen worden gestart en een botsing met de Mount Everest ternauwernood wordt voorkomen. Jackson en z'n familie maar ook de monniken worden bevrijd, en Jackson en Kate herenigen zich.
27 dagen later (datum: ""27ste dag van de eerste maand, jaar 0001"") krijgen de arken de eerste satellietfoto binnen, waaruit duidelijk wordt dat Afrika het enige continent is dat niet volledig is overstroomd. Het ligt nu zelfs hoger, waardoor de Drakensbergen nu de hoogste bergen ter wereld zijn. Uit metingen wordt duidelijk dat de lucht weer enigszins schoon is en dat de poorten van de arken kunnen worden geopend. Daardoor kan de mensheid voor het eerst sinds de overstroming weer naar buiten."
10026,"Where do you start with Tron: Legacy? It’s a sequel to a minor cult hit that arrived in theaters 28 years ago, a film more renown for its (at the time) state-of-the-art design than its coherent story or classic characters, rekindled now not as a reboot or remake, but as a direct sequel to that long-ago work.

Tron's esteem may have grown in the intervening years (much the same fate as another maligned-at-the-time science fiction film, Blade Runner), but time has been mostly unkind to it; Disney attempted to stage a run of pre-LEGACY screenings of the original film, but modern audiences greeted its dated appeal as unintentionally hilarious. Frightened by the impact this might have had on their $170 million spectacle, they pulled plans for a theatrical release, and whisked the recent 25th anniversary DVD off of store shelves. And so, bereft of a childhood that contained Tron, I went into the sequel with naught but a Wikipedia plot breakdown (which was, to be honest, frustratingly informative) to fill in what turned out to be largely irrelevant narrative gaps. I say that to say that I am reviewing Legacy solely for Legacy's sake, untainted by nostalgia or high expectations.

More than two decades after the events of the first film (which, for the uninitiated, involve a computer programmer [Jeff Bridges, reprising his role] being zapped from the physical world into the computer world he created and fighting an oppressive digital tyrant within), we’re introduced to that computer programmer’s twenty-something kid, heir to his father’s tech empire and not terribly happy about it. It seems he’s still hung up on his father’s mysterious disappearance long ago, and a mysterious message leads to him discovering Dear Old Dad’s secret underground lab, where he’s accidentally zapped into the digital world as well. I’m afraid I’m not spoiling anything to go ahead and say that within he finds his trapped father, and they must fight their way back out. To give more plot details would be unfair and pointless. Suffice to say that once within the digital realm, it becomes action beat after action beat wherein our young hero rescues dad and his requisite romantic interest until the film ends.

Oh sure, there are good guys, and there are bad guys, and there’s a token stab at depth, but what does it matter? That digital world looks really cool, right? And that’s why we go. The sad truth of the matter, however, is that what looks awesome in a two-minute trailer begins to wear on the eyes when presented long-form. “The Grid” exists in three colors: neon blue, neon orange, and black. Well, two colors and an absence of color, I suppose. As nifty as this may seem, two-plus hours of this (particularly at the reduced light offered by 3D projection) robs it of interest, and the whole thing becomes a dull slog. 3D works by enhancing depth, but little to no depth is present when the film is lit and shot in such a stylized manner. To boot, only the bad guys are orange. And as our audience proxy characters are good, we’re robbed even of the contrasting orange to break up the monotony.

There are some neat sequences, of course: the initial lightcycle battle, a digital dogfight later on, etc. Garret Hedlund and Oliva Wilde are perfectly fine in their frankly bland roles, and Jeff Bridges squeezes what depth he can into his dual characters (actual Kevin Flynn and his twenty-years-younger digital duplicate, thanks to some unnerving but nifty visual trickery). The film is far from the unwatchable dreck of, say, The Chronicles of Narnia: Voyage of the Dawn Treader. It’s just...not very interesting. Techno group Daft Punk’s score was easily the best part of the film, and something I’d actually recommend picking up with no hesitations. At its best, the Daft Punk score and stylized imagery (early in the film, before it wears you down) do provide a unique and imaginative experience. It’s just one fit for the length of a music video, not a feature film.

But let’s not kid ourselves: Tron: Legacy is a flashy, ridiculous spectacle that exists solely to put pretty pictures onscreen for two hours and drive a $4+ 3D surcharge. And I say that with no judgment. Some films simply are what they are, and you’ve no more right to expect a dog to meow than to glean from them deep meditations on the human condition. The history of cinema is full of this kind of shallow but aloofly entertaining distraction. But is it wrong to want more of these kinds of films? Take Star Wars, for instance: its strength lies mainly in its revolutionary aesthetic and special effects, but it’s the characters that we remember from the film, not just how cool some set-piece looked. And Lucas isn’t even a terribly good writer; the strength of his characters came from that universal pull all great archetypes have, that ability for audience identification and empathy. Will the name Sam Flynn have the same kind of longevity? What about...uh, Oliva Wilde’s character? Apparently not, at least for me. (Note: IMDb says it’s “Quorra.”) If nostalgia for the first film is strong for you, or you’ve no qualms about paying $14+ for a mildly-distracting if uninvolving experience, go for it. Everyone else may as well save themselves the money. Maybe catch it on Blu-ray.

I should note, though, that I can honestly say 3D added nothing to the experience, so if you want to be able to actually see in The Grid, save yourself the money and hop into a 2D seat."
10027,"With a movie like this you wonder how all of the otherwise, main characters will work together and support the story.

No problems here.  While as might be expected, R. Downey Jr. comes across largely central, it is still a good mix and IMHO the best scenes in the movie involve the generated Hulk character.

With that kind of successful melding of characters, Hollywood-scale egos and even computer generated characters; you have to give it up to the writers and director to make this the successful film that it is."
10028,"As bad as the rest of the saga.

Tons of action and FX with brainless script and plenty of bad actors."
10029,"Skyfall was a solid movie in its own right but as a Bond movie, it was one of my all time favourites. Unlike Quantum of Solace, I felt like they actually took the time to tell this story and the pay off was worth it.

Something I found interesting is the idea about Bond getting old and how the job of an MI6 agent is not something you can do forever. It makes me wonder if they might explore some of these themes in the next movie.

It's true that the last 1/3 of Skyfall didn't feel like a Bond movie at all and I think that's why I loved it. The Daniel Craig Bond movies have always taken a different look at James Bond and Skyfall was no exception.

Like I said, great movie. Execution on all accounts were solid like you'd expect. I hope Mendes gets a chance to do the next film."
10030,"Skyfall is a great movie. In my opinion the best proformas by Daniel Craig I have see in all his Bond movies. The title song was not to my taste like in previous movies. The story line is one of the most compelling I have seen in a while. Silva, played by Javier Bardem was excellent and he played him very well. All in all a very good movie."
10031,"Transformers: Dark of the Moon. 154 minutes long, so Wiki tells me (although whilst watching it it felt as though it flew by in a mere, ooh, fourteen hours or so?). 154 minutes. And I was lost, bored and checking my watch before the fourth minute. So I shall attempt to review a movie I have only just seen but about which I know almost nothing, and about which I care considerably less than that. The following will be far less a coherent review than a disjointed mess. Well, fine. Seems perfectly apt.

So, years ago, the old Autobot leader Sentinel Prime crashed into the moon along with some teleporter doowacky - made up of hundreds of ""pillars"" - that only he can control. The Decepticons swiped almost all the pillars but left Sentinel there. On a routine military... um... I'm not sure; Jolly Boy's Outing? Optimus Prime gets into a fracas with Decepticon Shockwave and finds a couple of these pillars. He then throws a strop 'cos the humans knew about this bit of Cybertron kit but never told him, but now they're more than happy to, I suppose. Um. So Optimus rocks up to the moon and finds Sentinel Prime and revives him. Turns out this is what the Decepticons wanted; only Optimus could revive him and only Sentinel can work the teleporter doowacky (the ""Bridge""). So now they're after Sentinel. But OH NOES, Sentinel has decided that the Autobots are fighting a lost cause, so he's throwing in with the Decepticons anyway. Cue lots of deeply confusing and tedious ""Tranny-Slapping"" as I have just dubbed the Transformer skirmishes as Megatron, Sentinel and the baddies try to use the Bridge to... um, pull their faraway home of Cybertron to Earth? Or turn Earth into Cybertron? Or something.

Meanwhile, Sam Witwicky* (Shia LaBeouf, even more punchable than usual, which by his standards is quite something) is not just a useless nerd this time around, he's also a whingeing **** who wants a) international acclaim and credit (other than the medal awarded him by the president of course!) for his part in saving the world twice even though nobody knows that that's what he's done, and b) a 40-hour job. Anything really; Trolley-dolly at Asda/Walmart will be fine. Despite all this he seems to have effortlessly brushed off Megan Fox and continued to punch way, way above his weight with his new squeeze, Rosie DoubleBarrelled-Surname: English, impossibly attractive, permanently dressed for all occasions - work, play, sleep, dragging her ****hole across the carpet like a worm-ridden doggie - like a $200-an-hour prostitute, and, incredibly, at least 40% stupider even than Ms. Fox, who as we know is marginally less alert and responsive than a squeezed tube of Anusol. How does Sam fit in to the so-called ""plot""? Who knows. Double-Barrelled's smarmy, supercar-distributing walking hard-on of a boss turns out to be a Decepticon bitch (Deceptibitch?), and... oh, Christ knows. Alls I DO know is that this time around, Frances McDormand and John Malkovich have joined John Turturro in shilling for dollars like a ****-flashing strumpet. ""Me so shaaaameless."" ""Me overact LONG time!"" ""Me so shaaaameless."" Sucky-f*cky, five million dollar?

From the very first second to the very last, the whole thing is needlessly convoluted, comically unfeasible - even within its own logic, such as that is - and most crucially, lifeforce-sappingly dull. Just like the other two movies, and of course just like the Transformers themselves. At one point, maybe two-thirds in (or maybe seven weeks in, who knows?), the angsty, poignant strains of a generic rock ballad signalled the arrival of a ""sad"" scene. On-screen, people crouched and clasped their heads in anguish, weeping and hugging in amongst considerable swathes of burning scenery and unspecifiable wreckage. I'm not sure why this bit was to be considered sad or poignant; perhaps the entire cast simultaneously realised they were in a Transformers movie.

Awful, awful. As bad as anything Bay has ever shat out during his spiteful, cynical, moviegoer-hating and barely-disguised subterfuge as a ""film director""."
10032,"Lasseter is smart enough to tell us a completely different story than in the first movie. However, it is far from other titles like ""Toy Story"" or ""The Incredibles""."
10033,"I felt like this was a tremendous end to Nolan's Batman trilogy. The Dark Knight Rises may very well have been the weakest of all 3 films but when you're talking about a scale of this magnitude, it still makes this one of the best movies I've seen in the past few years.

I expected a little more _Batman_ than we got (especially with a runtime of 2:45) but while the story around the fall of Bruce Wayne and Gotham City was good I didn't find it amazing. This might be in fact, one of my only criticisms—it was a long movie but still, maybe too short for the story I felt was really being told. I feel confident in saying this big of a story could have been split into two movies.

The acting, editing, pacing, soundtrack and overall theme were the same 'as-close-to-perfect' as ever with any of Christopher Nolan's other films. Man does this guy know how to make a movie!

You don't have to be a Batman fan to enjoy these movies and I hope any of you who feel this way re-consider. These 3 movies are without a doubt in my mind, the finest display of comic mythology ever told on the big screen. They are damn near perfect."
10034,"I personally thought this film is on par if not better than the Dark Knight.

Whilst some think the film is too long for the story I didn't find this. The length of the film is longer than some (but doesn't feel it), I liked that the film took it's time rather than shoving more elements in it - I think this contributed to the dramatic ending (much like a classical piece of music will be relaxed and calm before the final crescendo).

At the end of the day whether you like this film will boil down to if you like films Christopher Nolan has directed and/or you like the Christopher Nolan Batman series so far.

Stupendously good film in my opinion."
10035,"The Dark Knight Rises is one of the best movies to come out in 2012. The story compels you to watch it time and time again. It also has I of, I my opinion, the best bad guys in any movie, Bane! Batman was well played as all ways and the cast where well selected. I think this movie is the best batman to see the light of day or the darkest nights (pun intended)."
10036,"Arguably the best Bourne film to-date. The acting is top-notch and the plot is just awesome and believable. It starts out a little slower than the previous ones but then it picks up. I can't wait for the next one! Woohoo!"
10037,"Great story, great cast and performances, great direction, FX, photography, care for the details, OST and editing.

Alfonso Cuarón is a real titan and Sandra Bullock goes for the Oscar.

It is not a 10 because at some point the chain of events goes further that it should."
10038,"Peter Jackson creates the same world that he already shown us in the LOTR, but that's not the only thing he repeats.

He also repeats ripping Tolkiens book into a sucession of endless races and actions scenes with orcs falling everywhere and several ""inventions"" that mess the beautiful story created by the English author.

He also repeats those several minutes of platform game inside caves that we saw in Moria and in his version of King Kong.

If you loved the previous movies from Jackson, you will love this too.

If you are looking for some quality, you will only finding in the re-creation of the Middle Earth and the peformances of Ian McKellen, Martin Freeman and Cate Blanchett."
10039,"An other great master peace has been added the the Lord of The Rings collection. This movie was an excellent example of how great actors, an amazing story and a beautiful world can be produced in such an excellent way. Peter Jackson has out done his self by creating this great film. There are differences from the book but I can't complain about any of them, yes I love the original story but this one is still one of the best. All in all a amazing movie."
10040,"Over a decade after a little-known director from New Zealand managed to con New Line Cinema into giving him $300 million to make a trilogy based on JRR Tolkien's seminal fantasy (and long considered unfilmable) work The Lord of the Rings, the cinematic landscape for fantasy has changed drastically. Much like Tolkien's tome, the Lord of the Rings films came to utterly define high fantasy in film, with even competing fantasy adaptations like The Chronicles of Narnia and Alice in Wonderland cribbing from Peter Jackon's critically-acclaimed, audience-adored multipart epic. Now Jackson has returned to the land that made him famous for a go-round with Tolkien's earlier work, The Hobbit.

Tolkien's The Hobbit is far more modest in scope than its enormous sequel, and geared for a younger audience. It introduced the world to Bilbo Baggins, a typically quiet hobbit who is coaxed into adventure by the grey wizard Gandalf, enlisted to aid thirteen dwarves in reclaiming their long-lost homeland.

Jackson had the unenviable task of following up on his blockbuster Academy Award-winning masterpiece, and initially passed off the directing responsibilities to fantasy master Guillermo del Toro. Difficulties securing the film rights led to delay after delay, and del Toro finally departed, leaving the original creative team the ability to step back into place and create a follow-up/lead-in with the same creative staff in front of and behind the camera. Jackson returned as director, co-writing with Fran Walsh and Phillipa Boyens (though del Toro retains a screenwriting credit), Andrew Lesnie as cinematographer, and Howard Shore as composer, along with all of the other stalwarts of the original trilogy.

The lone exception to that is the recasting of Martin Freeman as the titular hobbit, taking over for the aging Ian Holm. Holm appears in the film's framing sequence (a scene that takes place immediately prior to the beginning of The Fellowship of the Ring), along with that trilogy's star, Elijah Wood. But this time out, it's Freeman's show, and he's as charming, witty, and engaging as you could imagine. He also makes a perfect Young Ian Holm. The casting is truly inspired. Sir Ian McKellen returns as Gandalf (here playing his more impish grey incarnation, rather than the frankly humorless white version) and the heralded thespian manages to imbue his character with both immense power and gravitas, while still throwing in little flourishes that sell Gandalf as an imperfect man, rather than just an all-knowing power. Rounding out the third of this film's main characters, and an addition to this world, is Richard Armitage as Thorin Oakenshield, the leader of the motley crew of dwarves. Armitage likewise manages to imbue Thorin with both rage and honor, and is easily believable as someone who could lead these dwarves into life-threatening battle. The other twelve dwarves are something of a blur, but a few of them manage to make an impression, even with limited screen time. I imagine the two future installments of the series will afford them each the chance to shine.

Which brings up the most contentious point of this whole Hobbit affair: the fact that it's a three-part epic. The Hobbit, as written, is a comparatively slim tome of around 300 pages (compare that to The Lord of the Rings' combined 1,600). This installment alone is ten minutes shy of a whopping three hours. And as anyone who's seen The Return of the King can attest, Jackson can get rather indulgent at times (the end[s] of that film). Initially the film was going to be split in twain, then later divvied up into three parts. Tolkien, ever the completist, wrote volumes of backstories for this world, and Jackson decided to pull from them to bulk out these films.

I've seen a lot of hay being made about the film being bloated and, yes, indulgent. I'm an editor at heart, and am generally hyper-sensitive about cutting down to the bone. But the strangest thing happened on the way to the Lonely Mountain: I found myself simply rolling along with the shaggy-dog pace of the film. It's astonishing in hindsight. The film virtually redefines ""taking the scenic route,"" but the crazy thing is I didn't mind it in the least. I believe it's because of the lowered stakes of The Hobbit. Every single frame of The Lord of the Rings was suffused with overbearing doom; that trilogy's ""save the world"" plot became as heavy a burden to bear as the ring hung around Frodo's neck. But The Hobbit is lighter, freer, funnier, and doesn't have the weight of the world on its shoulders. It's rather the difference between having an appointment you need to get to in heavy traffic and taking a weekend to just drive around, stopping when and where you like. This pace will likely have a dire impact on the film's rewatchability, but sitting in the theater for a midnight showing? Magic.

The structure of the film itself seems to have ADD. Its innumerable diversions began to remind me of a live-action Family Guy episode, with character or event mentions that suddenly cause the film to cut away to a dramatization of said. But again, and I can't stress enough how unexpected this was for me, I didn't mind in the least (with one exception: it appears to be an inviolable rule that any scene in Rivendell will stop a film dead in its tracks).

The craft of the film manages to best that of its predecessor trilogy: Howard Shore turns in one of his most stirring scores, the production design and art direction are again immersive and beautiful, and Andrew Lesnie continues his unique style of cinematography combining gorgeous shots (wonderful) with frequently blowing out highlights (distracting and ugly).

One complaint I do have is Jackon's newfound over-reliance on CGI. Azog the Defiler (a chief antagonist of the film) and the Goblin King (a bit of a lark) are the sorts of character that would have (and should have) been practical effects in the original trilogy. Here they're fully CGI, and their menace is undermined by it. Gollum returns for his most famous scene, and looks wonderful; Andy Serkis' performance and the CGI truly sell this pitiful creature. CGI can be pitiful but not threatening, it appears.

I don't know what the other two installments of The Hobbit have in store. What I do know is that this return to Middle-earth is off to a great start, and if this is any indication of things to come, I'll most assuredly enjoy the ride."
10041,"Overall this movie is great! It has flaws but it still delivered.  For instance, they didn't really explore the loving side of Superman that is the reason for saving humans.  But i get it that this could just be a different interpretation of his motives. The relationship between Clark and Lois was almost spontaneous and didn't really develop. Not to mention there was so much action! Sure this is Superman and he deserves a big movie, but that action is just so mind numbing and distracts from the plot. I really did like how they explored Clarks childhood just enough to give justification to his emotions. Although there are criticism about the ending, I thought it was well made. Clark spent his entire youth listening to his father to control himself and he had to learn to make a tough decision. I think this movie has a lot of potential for a sequel if they do it right. I look forward to being able to look back on this and watch it as part of a trilogy and not a stand alone film."
10042,"Totally forgettable and full of stereotypes"
10043,"A very good movie!
I'm not a massive comic book reader/fan and when I watched the first couple of the X-men movies I always wondered how it all begin and this movie do it justice! The actors where great (there no Patrick Stewart or Ian McKellen), Kevin Bacon played the baddie very well and was well suited for it and it was graphically impressive.
Loved to see the development of the characters over the duration of the film.
In all, I think it was a excellent movie."
10044,"I didn't love this movie. There were aspects about it from the perspective of an origin story that were interesting but something about the pacing and acting just felt… off. I can't quite put my finger on it but the first word that comes to mind is ""campy"". Kind of like I was watching one of the last three Star Wars movies. The dialog and overall tone just weren't serious enough.

The trailer for [X-Men: Days of Future Past](https://www.themoviedb.org/movie/127585-x-men-days-of-future-past) looks better and Bryan Singer is back at the helm. The best X-Men movies are without a doubt 1 & 2 so here's hoping he can steer this back a bit."
10045,"It may seem that this movie is totally a soap opera but it is actually a terrific adaption of the original novel with good performances from the cast.

Another question would be what kind of story we were expecting: teenagers oriented, hyper melodramatic, cheese and quite often stupid and with no sense whatsoever. Exactly as the original novel."
10046,"The second part amends the fiasco of the first one.

Spectacular and, again, with several moments of the already classic ""platform-like"" fights on the run from these series of movies that could be enhanced if some sense would be given to them. Still, the staging of every location and, remarkably, Smaug, is worth seeing."
10047,"movie was a little slow and drawn out.  action was ok but story was little weak."
10048,"I am normally fairly hesitant concerning time-travel movies because it is next to impossible to get them right. They more or less always become very unrealistic and full of paradoxes. I would almost go as far as to say that producers making serious (non-comedy) time travel movies are the ones that are scientifically too stupid to realise that it is just going to be a mess, or they do not really care about the issues hoping that the audience also will not care.

This movie is really proof of this. It is full of paradoxes and annoying “but if this happened now then that couldn’t have happened then and vice versa”. Maybe some people can force themselves overlooking these things but I have some difficulty doing so. I fully agree with the statement that one of the characters in the movie was making: “""This time travel crap, just fries your brain like an egg…"".

Anyway, trying to pierce through the cloud of time-travel issues and enjoy the movie, it is not a bad movie. Given that it really had no chance of succeeding in the science area, or have a plot which didn’t defy all logic (time travel you know) it does indeed make a valiant try to entertain. It is not one of Bruce Willies standard all-out action-filled roller-coasters. That is not to say that there is no action but there is also plenty of time for trying to actually tell the story in the movie. The movie is actually quite dark and melancholic. The future seems to be fairly dirty, run down and ridden with criminal organisations.

As if time-travel itself wasn’t bad enough the story also involves 10% of the population having developed psychic powers. Most of them good for nothing except cheap show tricks like levitating small objects. Most of them…except our future crime lord which of course is found to have super-psychic powers. Also, of course, the kid had to behave like a spoiled brat with anger problems which was somewhat annoying.

The ending, which I will not divulge here of course, was not very surprising and left quite a few open questions. On the whole I would say that the movie was entertaining but it is far from going on my top ten list."
10049,"The plot is full of flaws. Quite like a even worse inception."
10050,"I enjoyed Brave but it wasn't without a few flaws.

First of all, I never felt like there was much meat to the story. It was enjoyable sure, and had some good morals and family values but I never felt like I was invested in the main characters. Stuff just seemed to happen.

Secondly, and this isn't as much the movies fault as perhaps the marketing that surrounded it, but it was actually a very different movie than I thought it was going to be. I discovered that it's hard to break those pre-conceptions as I kept thinking the story was going somewhere else than it did.

Brave was at its best when it made me laugh which  unfortunately, was just too seldom. For example, the entire scene where the 3 clans try to fight for Mérida's hand was way too short!

The voice cast was very good though. Kelly Macdonald in particular, was perfect as Mérida.

All in all, Brave was good but not great. It just seems to lack the ""magic"" I expect from Pixar. Not their worst outing but close to it."
10051,"Marriages can be quite complicated - and who said women cannot drive."
10052,"Baz Luhrmann repeats what he did with Rome + Juliet and creates a horrible moster full of FX and exaggeration.

Still, the cast performs well."
10053,"An over the top portrayal of the classic novel, while at times excessive and tasteless, it truly hits home with the novels original critique on the excess of the time. The cast was **excellent**, the movie stayed true to the novel in all the most important ways. I personally feel the modern soundtrack wasn't appropriate in several cases, but a couple flawless executions."
